,날짜,시군구,관광기후지수
1458,20190112,제주시,27.24
1459,20190112,서귀포시,34.96
1460,20190113,서귀포시,60.17
1461,20190113,제주시,52.68
1462,20190114,제주시,60.17
1463,20190114,서귀포시,58.63
1464,20190115,제주시,49.6
1465,20190115,서귀포시,49.81
1466,20190116,서귀포시,54.47
1467,20190116,제주시,46.98
1468,20190117,서귀포시,48.52
1469,20190117,제주시,45.44
1470,20190118,서귀포시,58.84
1471,20190118,제주시,58.84
1472,20190119,서귀포시,31.67
1473,20190119,제주시,33.21
1474,20190120,제주시,46.73
1475,20190120,서귀포시,51.35
1476,20190121,제주시,48.27
1477,20190121,서귀포시,55.76
1478,20190122,제주시,57.09
1479,20190122,서귀포시,55.76
1480,20190123,서귀포시,61.18
1481,20190123,제주시,59.64
1482,20190124,제주시,56.77
1483,20190124,서귀포시,64.01
1484,20190125,서귀포시,49.81
1485,20190125,제주시,48.27
1486,20190126,서귀포시,45.44
1487,20190126,제주시,40.82
1488,20190127,서귀포시,51.35
1489,20190127,제주시,52.89
1490,20190128,서귀포시,49.81
1491,20190128,제주시,51.14
1492,20190129,서귀포시,57.3
1493,20190129,제주시,57.3
1494,20190130,제주시,31.92
1495,20190130,서귀포시,31.92
1496,20190131,제주시,10.58
1497,20190131,서귀포시,18.09
1498,20190201,서귀포시,51.39
1499,20190201,제주시,45.44
1500,20190202,서귀포시,55.76
1501,20190202,제주시,58.59
1502,20190203,서귀포시,29.43
1503,20190203,제주시,33.55
1504,20190204,서귀포시,61.71
1505,20190204,제주시,55.76
1506,20190205,서귀포시,57.05
1507,20190205,제주시,58.59
1508,20190206,제주시,63.0
1509,20190206,서귀포시,63.0
1510,20190207,제주시,28.8
1511,20190207,서귀포시,31.67
1512,20190208,서귀포시,49.81
1513,20190208,제주시,44.11
1514,20190209,서귀포시,42.34
1515,20190209,제주시,39.26
1516,20190210,제주시,46.98
1517,20190210,서귀포시,48.52
1518,20190211,제주시,42.34
1519,20190211,서귀포시,45.42
1520,20190212,제주시,51.35
1521,20190212,서귀포시,52.89
1522,20190213,제주시,49.81
1523,20190213,서귀포시,51.35
1524,20190214,서귀포시,52.89
1525,20190214,제주시,51.35
1526,20190215,서귀포시,30.32
1527,20190215,제주시,32.04
1528,20190216,제주시,45.44
1529,20190216,서귀포시,51.35
1530,20190217,서귀포시,50.06
1531,20190217,제주시,46.98
1532,20190218,제주시,25.85
1533,20190218,서귀포시,23.98
1534,20190219,제주시,25.27
1535,20190219,서귀포시,29.68
1536,20190220,제주시,51.35
1537,20190220,서귀포시,55.76
1538,20190221,서귀포시,55.76
1539,20190221,제주시,51.35
1540,20190222,제주시,31.92
1541,20190222,서귀포시,30.32
1542,20190223,서귀포시,57.05
1543,20190223,제주시,57.05
1544,20190224,서귀포시,61.46
1545,20190224,제주시,61.46
1546,20190225,서귀포시,58.59
1547,20190225,제주시,57.05
1548,20190226,서귀포시,63.0
1549,20190226,제주시,60.17
1550,20190227,제주시,36.08
1551,20190227,서귀포시,33.21
1552,20190228,서귀포시,49.58
1553,20190228,제주시,49.58
1554,20190301,서귀포시,64.01
1555,20190301,제주시,65.52
1556,20190302,서귀포시,31.27
1557,20190302,제주시,32.78
1558,20190303,서귀포시,29.59
1559,20190303,제주시,32.32
1560,20190304,제주시,25.52
1561,20190304,서귀포시,33.58
1562,20190305,제주시,59.74
1563,20190305,서귀포시,59.74
1564,20190306,서귀포시,28.08
1565,20190306,제주시,24.72
1566,20190307,서귀포시,61.45
1567,20190307,제주시,59.94
1568,20190308,제주시,66.36
1569,20190308,서귀포시,66.36
1570,20190309,제주시,33.66
1571,20190309,서귀포시,30.64
1572,20190310,서귀포시,25.6
1573,20190310,제주시,24.09
1574,20190311,서귀포시,49.92
1575,20190311,제주시,29.76
1576,20190312,제주시,33.54
1577,20190312,서귀포시,56.72
1578,20190313,제주시,64.39
1579,20190313,서귀포시,63.34
1580,20190314,서귀포시,62.96
1581,20190314,제주시,64.01
1582,20190315,서귀포시,22.33
1583,20190315,제주시,25.06
1584,20190316,제주시,62.5
1585,20190316,서귀포시,62.5
1586,20190317,제주시,68.92
1587,20190317,서귀포시,70.43
1588,20190318,서귀포시,32.61
1589,20190318,제주시,34.29
1590,20190319,서귀포시,53.88
1591,20190319,제주시,72.99
1592,20190320,서귀포시,26.65
1593,20190320,제주시,29.8
1594,20190321,서귀포시,61.84
1595,20190321,제주시,55.21
1596,20190322,서귀포시,54.16
1597,20190322,제주시,52.65
1598,20190323,서귀포시,54.16
1599,20190323,제주시,53.7
1600,20190324,제주시,64.85
1601,20190324,서귀포시,62.29
1602,20190325,제주시,59.74
1603,20190325,서귀포시,57.18
1604,20190326,제주시,68.46
1605,20190326,서귀포시,71.02
1606,20190327,서귀포시,60.79
1607,20190327,제주시,68.47
1608,20190328,서귀포시,64.86
1609,20190328,제주시,62.3
1610,20190329,서귀포시,63.81
1611,20190329,제주시,62.3
1612,20190330,서귀포시,32.32
1613,20190330,제주시,30.81
1614,20190331,서귀포시,59.94
1615,20190331,제주시,53.9
1616,20190401,서귀포시,59.94
1617,20190401,제주시,60.99
1618,20190402,제주시,65.52
1619,20190402,서귀포시,65.52
1620,20190403,제주시,67.41
1621,20190403,서귀포시,67.41
1622,20190404,서귀포시,64.01
1623,20190404,제주시,64.01
1624,20190405,서귀포시,67.62
1625,20190405,제주시,67.62
1626,20190406,제주시,79.16
1627,20190406,서귀포시,74.04
1628,20190407,제주시,43.9
1629,20190407,서귀포시,36.22
1630,20190408,서귀포시,70.64
1631,20190408,제주시,73.2
1632,20190409,서귀포시,25.14
1633,20190409,제주시,34.33
1634,20190410,제주시,28.96
1635,20190410,서귀포시,38.7
1636,20190411,제주시,55.5
1637,20190411,서귀포시,52.94
1638,20190412,서귀포시,72.99
1639,20190412,제주시,72.99
1640,20190413,서귀포시,63.81
1641,20190413,제주시,63.81
1642,20190414,제주시,41.68
1643,20190414,서귀포시,59.28
1644,20190415,제주시,72.99
1645,20190415,서귀포시,71.48
1646,20190416,제주시,51.33
1647,20190416,서귀포시,44.7
1648,20190417,제주시,58.06
1649,20190417,서귀포시,38.7
1650,20190418,제주시,88.35
1651,20190418,서귀포시,76.6
1652,20190419,서귀포시,70.18
1653,20190419,제주시,75.3
1654,20190420,서귀포시,77.65
1655,20190420,제주시,84.28
1656,20190421,서귀포시,74.05
1657,20190421,제주시,81.73
1658,20190422,제주시,85.34
1659,20190422,서귀포시,77.66
1660,20190423,제주시,48.64
1661,20190423,서귀포시,36.89
1662,20190424,제주시,79.76
1663,20190424,서귀포시,57.84
1664,20190425,제주시,65.91
1665,20190425,서귀포시,71.49
1666,20190426,서귀포시,56.55
1667,20190426,제주시,35.68
1668,20190427,서귀포시,59.28
1669,20190427,제주시,61.84
1670,20190428,서귀포시,34.88
1671,20190428,제주시,41.51
1672,20190429,서귀포시,37.35
1673,20190429,제주시,35.84
1674,20190430,서귀포시,43.82
1675,20190430,제주시,43.82
1676,20190501,서귀포시,71.03
1677,20190501,제주시,64.4
1678,20190502,제주시,72.53
1679,20190502,서귀포시,81.72
1680,20190503,제주시,84.28
1681,20190503,서귀포시,88.35
1682,20190504,제주시,87.51
1683,20190504,서귀포시,87.51
1684,20190505,서귀포시,79.83
1685,20190505,제주시,88.56
1686,20190506,서귀포시,69.13
1687,20190506,제주시,67.62
1688,20190507,제주시,74.04
1689,20190507,서귀포시,74.04
1690,20190508,서귀포시,68.93
1691,20190508,제주시,67.42
1692,20190509,서귀포시,64.86
1693,20190509,제주시,68.93
1694,20190510,서귀포시,78.32
1695,20190510,제주시,82.39
1696,20190511,제주시,87.51
1697,20190511,서귀포시,86.0
1698,20190512,제주시,88.56
1699,20190512,서귀포시,87.51
1700,20190513,제주시,86.85
1701,20190513,서귀포시,80.22
1702,20190514,제주시,87.9
1703,20190514,서귀포시,67.03
1704,20190515,제주시,87.9
1705,20190515,서귀포시,85.34
1706,20190516,서귀포시,82.32
1707,20190516,제주시,87.9
1708,20190517,서귀포시,54.73
1709,20190517,제주시,56.24
1710,20190518,제주시,45.16
1711,20190518,서귀포시,48.18
1712,20190519,제주시,76.57
1713,20190519,서귀포시,59.77
1714,20190520,서귀포시,71.03
1715,20190520,제주시,55.28
1716,20190521,제주시,87.89
1717,20190521,서귀포시,83.82
1718,20190522,제주시,95.57
1719,20190522,서귀포시,88.94
1720,20190523,제주시,95.57
1721,20190523,서귀포시,94.06
1722,20190524,서귀포시,94.06
1723,20190524,제주시,91.5
1724,20190525,제주시,83.44
1725,20190525,서귀포시,92.17
1726,20190526,제주시,84.88
1727,20190526,서귀포시,84.88
1728,20190527,서귀포시,45.62
1729,20190527,제주시,49.69
1730,20190528,서귀포시,83.44
1731,20190528,제주시,88.56
1732,20190529,제주시,95.57
1733,20190529,서귀포시,95.57
1734,20190530,서귀포시,87.9
1735,20190530,제주시,87.9
1736,20190531,서귀포시,49.65
1737,20190531,제주시,58.38
1738,20190601,제주시,89.16
1739,20190601,서귀포시,86.62
1740,20190602,서귀포시,90.83
1741,20190602,제주시,89.16
1742,20190603,서귀포시,96.75
1743,20190603,제주시,95.08
1744,20190604,제주시,89.16
1745,20190604,서귀포시,84.32
1746,20190605,제주시,98.23
1747,20190605,서귀포시,98.23
1748,20190606,제주시,57.34
1749,20190606,서귀포시,49.16
1750,20190607,서귀포시,58.17
1751,20190607,제주시,77.64
1752,20190608,제주시,63.18
1753,20190608,서귀포시,78.44
1754,20190609,제주시,87.49
1755,20190609,서귀포시,84.95
1756,20190610,제주시,87.49
1757,20190610,서귀포시,82.41
1758,20190611,서귀포시,64.61
1759,20190611,제주시,59.62
1760,20190612,제주시,86.62
1761,20190612,서귀포시,85.75
1762,20190613,제주시,94.89
1763,20190613,서귀포시,90.68
1764,20190614,제주시,52.5
1765,20190614,서귀포시,48.29
1766,20190615,제주시,90.07
1767,20190615,서귀포시,87.53
1768,20190616,서귀포시,93.41
1769,20190616,제주시,85.82
1770,20190617,제주시,90.83
1771,20190617,서귀포시,89.16
1772,20190618,제주시,82.65
1773,20190618,서귀포시,57.84
1774,20190619,제주시,89.16
1775,20190619,서귀포시,89.16
1776,20190620,제주시,96.75
1777,20190620,서귀포시,95.08
1778,20190621,서귀포시,84.32
1779,20190621,제주시,90.83
1780,20190622,제주시,66.13
1781,20190622,서귀포시,87.49
1782,20190623,서귀포시,91.74
1783,20190623,제주시,93.41
1784,20190624,제주시,96.75
1785,20190624,서귀포시,95.08
1786,20190625,제주시,93.22
1787,20190625,서귀포시,91.55
1788,20190626,제주시,50.83
1789,20190626,서귀포시,50.83
1790,20190627,제주시,80.13
1791,20190627,서귀포시,63.18
1792,20190628,제주시,90.83
1793,20190628,서귀포시,89.16
1794,20190629,서귀포시,52.5
1795,20190629,제주시,39.9
1796,20190630,제주시,64.0
1797,20190630,서귀포시,61.18
1798,20190701,서귀포시,62.85
1799,20190701,제주시,85.99
1800,20190702,제주시,90.83
1801,20190702,서귀포시,90.83
1802,20190703,제주시,61.29
1803,20190703,서귀포시,55.95
1804,20190704,제주시,98.23
1805,20190704,서귀포시,98.23
1806,20190705,제주시,89.16
1807,20190705,서귀포시,90.83
1808,20190706,서귀포시,94.89
1809,20190706,제주시,93.22
1810,20190707,서귀포시,64.46
1811,20190707,제주시,85.82
1812,20190708,서귀포시,63.18
1813,20190708,제주시,54.39
1814,20190709,제주시,85.82
1815,20190709,서귀포시,87.49
1816,20190710,서귀포시,49.16
1817,20190710,제주시,47.49
1818,20190711,제주시,68.02
1819,20190711,서귀포시,85.82
1820,20190712,서귀포시,90.83
1821,20190712,제주시,89.16
1822,20190713,제주시,52.5
1823,20190713,서귀포시,54.17
1824,20190714,제주시,95.08
1825,20190714,서귀포시,90.83
1826,20190715,서귀포시,96.75
1827,20190715,제주시,95.08
1828,20190716,서귀포시,89.16
1829,20190716,제주시,79.93
1830,20190717,서귀포시,59.62
1831,20190717,제주시,50.28
1832,20190718,서귀포시,54.17
1833,20190718,제주시,42.42
1834,20190719,서귀포시,39.11
1835,20190719,제주시,23.95
1836,20190720,서귀포시,39.11
1837,20190720,제주시,26.49
1838,20190721,서귀포시,74.27
1839,20190721,제주시,52.98
1840,20190722,서귀포시,50.91
1841,20190722,제주시,21.33
1842,20190723,서귀포시,84.12
1843,20190723,제주시,47.05
1844,20190724,서귀포시,84.12
1845,20190724,제주시,44.51
1846,20190725,서귀포시,60.98
1847,20190725,제주시,53.58
1848,20190726,서귀포시,50.91
1849,20190726,제주시,52.1
1850,20190727,서귀포시,57.64
1851,20190727,제주시,41.97
1852,20190728,서귀포시,51.86
1853,20190728,제주시,53.8
1854,20190729,서귀포시,83.94
1855,20190729,제주시,58.64
1856,20190730,서귀포시,69.81
1857,20190730,제주시,51.91
1858,20190731,서귀포시,74.01
1859,20190731,제주시,54.38
1860,20190801,서귀포시,79.07
1861,20190801,제주시,51.04
1862,20190802,제주시,56.12
1863,20190802,서귀포시,78.01
1864,20190803,제주시,47.05
1865,20190803,서귀포시,63.9
1866,20190804,제주시,51.91
1867,20190804,서귀포시,73.82
1868,20190805,제주시,56.99
1869,20190805,서귀포시,77.21
1870,20190806,제주시,48.8
1871,20190806,서귀포시,41.24
1872,20190807,제주시,56.1
1873,20190807,서귀포시,70.43
1874,20190808,제주시,18.65
1875,20190808,서귀포시,32.86
1876,20190809,제주시,31.85
1877,20190809,서귀포시,52.09
1878,20190810,제주시,13.19
1879,20190810,서귀포시,10.39
1880,20190811,제주시,6.18
1881,20190811,서귀포시,20.49
1882,20190812,제주시,4.44
1883,20190812,서귀포시,17.12
1884,20190813,제주시,53.58
1885,20190813,서귀포시,62.83
1886,20190814,제주시,41.97
1887,20190814,서귀포시,41.97
1888,20190815,제주시,38.87
1889,20190815,서귀포시,43.08
1890,20190816,서귀포시,50.7
1891,20190816,제주시,18.27
1892,20190817,서귀포시,68.8
1893,20190817,제주시,56.99
1894,20190818,서귀포시,63.07
1895,20190818,제주시,66.4
1896,20190819,서귀포시,84.12
1897,20190819,제주시,74.0
1898,20190820,서귀포시,41.53
1899,20190820,제주시,23.31
1900,20190821,서귀포시,36.47
1901,20190821,제주시,11.19
1902,20190822,제주시,10.54
1903,20190822,서귀포시,27.26
1904,20190823,서귀포시,78.23
1905,20190823,제주시,72.33
1906,20190824,서귀포시,90.83
1907,20190824,제주시,84.12
1908,20190825,제주시,52.69
1909,20190825,서귀포시,55.84
1910,20190826,서귀포시,41.47
1911,20190826,제주시,44.94
1912,20190827,서귀포시,33.15
1913,20190827,제주시,12.89
1914,20190828,제주시,41.53
1915,20190828,서귀포시,49.13
1916,20190829,제주시,55.84
1917,20190829,서귀포시,55.84
1918,20190830,제주시,82.45
1919,20190830,서귀포시,89.16
1920,20190831,제주시,84.12
1921,20190831,서귀포시,90.83
1922,20190901,서귀포시,50.99
1923,20190901,제주시,49.3
1924,20190902,서귀포시,48.62
1925,20190902,제주시,46.93
1926,20190903,서귀포시,47.94
1927,20190903,제주시,34.44
1928,20190904,서귀포시,50.99
1929,20190904,제주시,36.81
1930,20190905,서귀포시,46.25
1931,20190905,제주시,32.75
1932,20190906,서귀포시,30.36
1933,20190906,제주시,23.29
1934,20190907,제주시,17.23
1935,20190907,서귀포시,29.0
1936,20190908,제주시,46.25
1937,20190908,서귀포시,50.99
1938,20190909,서귀포시,44.56
1939,20190909,제주시,19.25
1940,20190910,서귀포시,85.52
1941,20190910,제주시,62.56
1942,20190911,서귀포시,72.0
1943,20190911,제주시,46.93
1944,20190912,제주시,48.95
1945,20190912,서귀포시,70.66
1946,20190913,서귀포시,94.83
1947,20190913,제주시,94.83
1948,20190914,제주시,96.52
1949,20190914,서귀포시,96.52
1950,20190915,제주시,83.83
1951,20190915,서귀포시,86.2
1952,20190916,제주시,86.2
1953,20190916,서귀포시,86.2
1954,20190917,서귀포시,94.83
1955,20190917,제주시,84.51
1956,20190918,제주시,94.83
1957,20190918,서귀포시,96.52
1958,20190919,제주시,94.83
1959,20190919,서귀포시,94.83
1960,20190920,제주시,61.22
1961,20190920,서귀포시,61.22
1962,20190921,서귀포시,37.47
1963,20190921,제주시,40.85
1964,20190922,서귀포시,37.47
1965,20190922,제주시,37.47
1966,20190923,서귀포시,84.51
1967,20190923,제주시,82.82
1968,20190924,서귀포시,91.82
1969,20190924,제주시,96.52
1970,20190925,서귀포시,86.2
1971,20190925,제주시,84.51
1972,20190926,서귀포시,79.79
1973,20190926,제주시,60.1
1974,20190927,제주시,43.99
1975,20190927,서귀포시,50.99
1976,20190928,서귀포시,50.99
1977,20190928,제주시,48.62
1978,20190929,서귀포시,81.48
1979,20190929,제주시,50.99
1980,20190930,서귀포시,52.79
1981,20190930,제주시,56.39
1982,20191001,서귀포시,47.61
1983,20191001,제주시,47.61
1984,20191002,제주시,35.1
1985,20191002,서귀포시,37.47
1986,20191003,제주시,54.81
1987,20191003,서귀포시,54.7
1988,20191004,서귀포시,94.65
1989,20191004,제주시,92.96
1990,20191005,서귀포시,83.85
1991,20191005,제주시,78.1
1992,20191006,서귀포시,84.51
1993,20191006,제주시,54.7
1994,20191007,서귀포시,56.39
1995,20191007,제주시,54.7
1996,20191008,제주시,80.47
1997,20191008,서귀포시,81.5
1998,20191009,서귀포시,84.75
1999,20191009,제주시,84.75
2000,20191010,서귀포시,91.16
2001,20191010,제주시,91.82
2002,20191011,제주시,93.14
2003,20191011,서귀포시,90.79
2004,20191012,제주시,84.51
2005,20191012,서귀포시,82.16
2006,20191013,제주시,89.1
2007,20191013,서귀포시,80.34
2008,20191014,제주시,90.13
2009,20191014,서귀포시,83.06
2010,20191015,제주시,39.33
2011,20191015,서귀포시,60.93
2012,20191016,제주시,85.41
2013,20191016,서귀포시,80.69
2014,20191017,제주시,73.4
2015,20191017,서귀포시,70.37
2016,20191018,서귀포시,44.6
2017,20191018,제주시,46.95
2018,20191019,서귀포시,85.91
2019,20191019,제주시,88.92
2020,20191020,제주시,92.48
2021,20191020,서귀포시,89.47
2022,20191021,서귀포시,74.43
2023,20191021,제주시,82.16
2024,20191022,서귀포시,76.78
2025,20191022,제주시,75.75
2026,20191023,제주시,82.82
2027,20191023,서귀포시,78.12
2028,20191024,서귀포시,47.08
2029,20191024,제주시,52.46
2030,20191025,제주시,92.48
2031,20191025,서귀포시,85.91
2032,20191026,서귀포시,63.28
2033,20191026,제주시,63.94
2034,20191027,서귀포시,71.73
2035,20191027,제주시,74.76
2036,20191028,제주시,76.8
2037,20191028,서귀포시,66.66
2038,20191029,서귀포시,68.02
2039,20191029,제주시,75.77
2040,20191030,서귀포시,75.29
2041,20191030,제주시,80.01
2042,20191031,제주시,84.75
2043,20191031,서귀포시,84.09
2044,20191101,제주시,89.47
2045,20191101,서귀포시,88.81
2046,20191102,제주시,81.5
2047,20191102,서귀포시,74.43
2048,20191103,제주시,70.37
2049,20191103,서귀포시,65.65
2050,20191104,서귀포시,36.96
2051,20191104,제주시,40.56
2052,20191105,서귀포시,71.73
2053,20191105,제주시,78.82
2054,20191106,서귀포시,77.66
2055,20191106,제주시,82.38
2056,20191107,서귀포시,64.97
2057,20191107,제주시,68.0
2058,20191108,서귀포시,72.92
2059,20191108,제주시,69.54
2060,20191109,서귀포시,75.29
2061,20191109,제주시,71.91
2062,20191110,제주시,37.64
2063,20191110,서귀포시,33.47
2064,20191111,제주시,64.62
2065,20191111,서귀포시,61.59
2066,20191112,제주시,71.73
2067,20191112,서귀포시,71.73
2068,20191113,제주시,38.87
2069,20191113,서귀포시,33.47
2070,20191114,서귀포시,65.32
2071,20191114,제주시,56.87
2072,20191115,제주시,75.97
2073,20191115,서귀포시,71.23
2074,20191116,제주시,76.8
2075,20191116,서귀포시,67.34
2076,20191117,제주시,52.46
2077,20191117,서귀포시,48.2
2078,20191118,서귀포시,31.23
2079,20191118,제주시,24.23
2080,20191119,제주시,55.18
2081,20191119,서귀포시,54.5
2082,20191120,제주시,65.32
2083,20191120,서귀포시,64.64
2084,20191121,제주시,63.28
2085,20191121,서귀포시,62.6
2086,20191122,제주시,66.33
2087,20191122,서귀포시,61.59
2088,20191123,제주시,75.09
2089,20191123,서귀포시,76.78
2090,20191124,제주시,46.51
2091,20191124,서귀포시,44.05
2092,20191125,서귀포시,53.49
2093,20191125,제주시,41.33
2094,20191126,제주시,31.1
2095,20191126,서귀포시,31.1
2096,20191127,서귀포시,28.75
2097,20191127,제주시,29.41
2098,20191128,서귀포시,60.25
2099,20191128,제주시,56.87
2100,20191129,제주시,66.51
2101,20191129,서귀포시,70.57
2102,20191130,서귀포시,71.05
2103,20191130,제주시,69.36
2104,20191201,서귀포시,29.68
2105,20191201,제주시,29.68
2106,20191202,제주시,44.71
2107,20191202,서귀포시,44.71
2108,20191203,제주시,52.68
2109,20191203,서귀포시,55.76
2110,20191204,제주시,55.51
2111,20191204,서귀포시,55.76
2112,20191205,제주시,52.68
2113,20191205,서귀포시,51.35
2114,20191206,서귀포시,48.52
2115,20191206,제주시,46.98
2116,20191207,서귀포시,51.35
2117,20191207,제주시,52.68
2118,20191208,서귀포시,55.76
2119,20191208,제주시,54.22
2120,20191209,서귀포시,60.17
2121,20191209,제주시,63.0
2122,20191210,서귀포시,68.42
2123,20191210,제주시,72.54
2124,20191211,제주시,-0.34
2125,20191211,서귀포시,-0.16
2126,20191212,제주시,-0.3
2127,20191212,서귀포시,-0.07
2128,20191213,제주시,-0.37
2129,20191213,서귀포시,-0.35
2130,20191214,서귀포시,-0.38
2131,20191214,제주시,-0.32
2132,20191215,제주시,-0.16
2133,20191215,서귀포시,-0.16
2134,20191216,서귀포시,-0.16
2135,20191216,제주시,-0.07
2136,20191217,서귀포시,-0.8
2137,20191217,제주시,-0.92
2138,20191218,제주시,-0.42
2139,20191218,서귀포시,-0.36
2140,20191219,제주시,-0.53
2141,20191219,서귀포시,-0.47
2142,20191220,제주시,-0.36
2143,20191220,서귀포시,-0.4
2144,20191221,제주시,-0.3
2145,20191221,서귀포시,-0.41
2146,20191222,제주시,-0.8
2147,20191222,서귀포시,-0.8
2148,20191223,제주시,-0.32
2149,20191223,서귀포시,-0.24
2150,20191224,서귀포시,-0.2
2151,20191224,제주시,-0.24
2152,20191225,서귀포시,-0.59
2153,20191225,제주시,-0.33
2154,20191226,제주시,-0.81
2155,20191226,서귀포시,-0.75
2156,20191227,제주시,-0.53
2157,20191227,서귀포시,-0.56
2158,20191228,서귀포시,-0.18
2159,20191228,제주시,-0.18
2160,20191229,서귀포시,-0.97
2161,20191229,제주시,-0.78
2162,20191230,서귀포시,-0.38
2163,20191230,제주시,-0.4
2164,20191231,제주시,-0.94
2165,20191231,서귀포시,-0.66
